ID,Date,Symbol,Code,Company Name,Open Price,High Price,Low Price,Close Price,Volume,Previous Close
372,4-Jul-25,JDMT,830,Janana D Mal,83.36,89.95,83.36,88.57,78268,83.38
373,4-Jul-25,JDWS,826,J.D.W.Sugar,912,936.99,911.05,925,232,925
374,4-Jul-25,JGICL,812,Jubilee Gen.Ins,63.4,65,62.51,64.06,203200,62.97
375,4-Jul-25,JKSM,830,J.K.Spinning,104,104,103.11,110,2,110
376,4-Jul-25,JLICL,812,Jubile Life Ins,165,168,160,168,22592,159.68
377,4-Jul-25,JSBL,807,JS Bank Ltd,16.25,16.75,14.44,15.75,2396932,16.01
378,4-Jul-25,JSBL-AUG,40,JS Bank Ltd,16.49,16.49,16.49,16.49,3000,16.39
379,4-Jul-25,JSBL-JUL,40,JS Bank Ltd,16.58,16.58,14.7,15.84,765000,16.13
380,4-Jul-25,JSBL-SEP,40,JS Bank Ltd,0,0,0,16.29,0,16.58
381,4-Jul-25,JSCL,813,Jah.Sidd. Co.,22.29,24.31,22.29,24.31,4277086,22.1
382,4-Jul-25,JSCLPSA,813,JahangirSidd(Pref),10.75,11.18,10.65,11.04,4418041,10.66
383,4-Jul-25,JSGBETF,837,JS Global Banking,27.43,27.78,27.43,27.74,26000,27.5
384,4-Jul-25,JSGBETF-AUG,40,JS Global Banking,0,0,0,28.37,0,28.16
385,4-Jul-25,JSGBETF-JUL,40,JS Global Banking,0,0,0,27.96,0,27.75
386,4-Jul-25,JSGBETF-SEP,40,JS Global Banking,0,0,0,28.7,0,28.48
387,4-Jul-25,JSGCL,813,JS Global Cap.,130.28,145,130.28,144.14,2260,132.37
388,4-Jul-25,JSIL,813,JS Investments,25.9,27.83,25.8,27.83,37573,25.3
389,4-Jul-25,JSMFETF,837,JS Momentum,10.44,10.77,10.4,10.47,1434000,10.49
390,4-Jul-25,JSMFETF-AUGB,40,JS Momentum,0,0,0,10.71,0,10.74
391,4-Jul-25,JSMFETF-JULB,40,JS Momentum,0,0,0,10.55,0,10.59
392,4-Jul-25,JSMFETF-SEP,40,JS Momentum,0,0,0,10.83,0,10.87
393,4-Jul-25,JSML,826,Jauharabad Sug,47.1,51.36,45,49.29,241610,46.7
394,4-Jul-25,JUBS,829,Jubilee Spinning,12,12.89,11.95,12.7,102779,11.99
395,4-Jul-25,JVDC,838,Javedan Corp.,64.02,64.48,63.8,64.12,44606,63.98
396,4-Jul-25,KAPCO,824,Kot Addu Power,33,33.05,32.71,33.01,369871,32.84
397,4-Jul-25,KAPCO-AUG,40,Kot Addu Power,0,0,0,33.76,0,33.63
398,4-Jul-25,KAPCO-JUL,40,Kot Addu Power,33.24,33.25,33.24,33.25,2500,33
399,4-Jul-25,KAPCO-SEP,40,Kot Addu Power,0,0,0,34.15,0,34.02
400,4-Jul-25,KCL,811,Karam Ceramics,157.05,157.05,157.05,157.05,222,142.77
401,4-Jul-25,KEL,824,K-Electric Ltd.,5.2,5.2,5.07,5.1,6497385,5.15
402,4-Jul-25,KEL-AUG,40,K-Electric Ltd.,0,0,0,5.22,0,5.27
403,4-Jul-25,KEL-JUL,40,K-Electric Ltd.,5.22,5.22,5.11,5.11,678500,5.18
404,4-Jul-25,KEL-SEP,40,K-Electric Ltd.,0,0,0,5.28,0,5.33
405,4-Jul-25,KHTC,832,Khyber Tobacco,385,395,380,389.9,13015,378.86
406,4-Jul-25,KHYT,829,Khyber Textile,1524,1549.89,1410,1477.87,377,1449.8
407,4-Jul-25,KML,829,Kohinoor Mills,58.9,61.61,58.51,61.61,80352,56.01
408,4-Jul-25,KOHC,804,Kohat Cement,384.56,398.98,384,392.65,39610,391.14
409,4-Jul-25,KOHE,824,Kohinoor Energy,17.23,17.47,17.07,17.37,71144,17.25
410,4-Jul-25,KOHP,824,Kohinoor Power,6.71,6.93,6.71,6.91,6615,6.56
411,4-Jul-25,KOHTM,830,Kohat Textile,93.95,93.95,82,83.82,190160,87.96
412,4-Jul-25,KOIL,829,Kohinoor Ind.,10.28,10.28,10.01,10.11,30951,10.12
413,4-Jul-25,KOSM,830,Kohinoor Spining,6.04,6.35,5.94,6.18,19967719,6.04
414,4-Jul-25,KOSM-AUG,40,Kohinoor Spining,0,0,0,6.32,0,6.18
415,4-Jul-25,KOSM-JUL,40,Kohinoor Spining,6.26,6.4,6.04,6.24,10144500,6.1
416,4-Jul-25,KOSM-SEP,40,Kohinoor Spining,0,0,0,6.39,0,6.26
417,4-Jul-25,KPUS,826,Khairpur Sugar,124.4,124.4,120.01,121.49,654,123.73
418,4-Jul-25,KSBP,808,K.S.B.Pumps,213.1,218.89,213,214.33,27621,214.33
419,4-Jul-25,KSE30-AUG,41,KSE30,0,0,0,41067,0,40655
420,4-Jul-25,KSE30-JUL,41,KSE30,0,0,0,40627,0,40219
421,4-Jul-25,KSE30-SEP,41,KSE30,0,0,0,41419,0,41003
422,4-Jul-25,KSTM,830,Khalid Siraj,8.8,9.84,8.7,8.82,14105,8.87
423,4-Jul-25,KTML,829,Kohinoor Textile,193.95,195,186.2,194.66,633,190
424,4-Jul-25,LCI,805,Lucky Core Ind.,1588,1588,1575.1,1580.46,3061,1583.72
425,4-Jul-25,LEUL,816,Leather Up Ltd.,46.59,46.59,40.2,46.07,163814,42.35
426,4-Jul-25,LIVEN,823,Liven Pharma,67.5,69.4,66.5,66.85,1108055,67.02
427,4-Jul-25,LOADS,802,Loads Limited,14.4,15.1,14.3,15,5447112,14.36
428,4-Jul-25,LOTCHEM,805,Lotte Chemical,20.3,20.39,19.95,20.09,883444,20.05
429,4-Jul-25,LOTCHEM-AUG,40,Lotte Chemical,0,0,0,20.55,0,20.53
430,4-Jul-25,LOTCHEM-JUL,40,Lotte Chemical,20.43,20.48,20.11,20.24,97500,20.23
431,4-Jul-25,LOTCHEM-SEP,40,Lotte Chemical,0,0,0,20.78,0,20.77
432,4-Jul-25,LPGL,805,Leiner Pak Gelat,109.49,109.49,107.01,107.72,12079,108.1
433,4-Jul-25,LPL,824,Lalpir Power,25.6,25.99,25.4,25.84,57616,25.59
434,4-Jul-25,LPL-AUG,40,Lalpir Power,0,0,0,26.43,0,26.2
435,4-Jul-25,LPL-JUL,40,Lalpir Power,0,0,0,26.05,0,25.83
436,4-Jul-25,LPL-SEP,40,Lalpir Power,0,0,0,26.73,0,26.51
437,4-Jul-25,LSECL,813,LSE Capital Ltd.,6.09,6.26,5.87,6.12,88021,5.81
438,4-Jul-25,LSEFSL,813,LSE Fin. Services,35.87,35.89,31.9,34.78,419,34.78
439,4-Jul-25,LSEVL,813,LSE Ventures Ltd,12.93,12.93,11.31,12.04,387060,11.79
440,4-Jul-25,LUCK,804,Lucky Cement,352.99,354.5,350,353.08,962543,349.66
441,4-Jul-25,LUCK-AUG,40,Lucky Cement,0,0,0,361.11,0,358.05
442,4-Jul-25,LUCK-JUL,40,Lucky Cement,352,356.5,352,355.05,196000,351.63
443,4-Jul-25,LUCK-SEP,40,Lucky Cement,0,0,0,365.27,0,362.18
444,4-Jul-25,MACFL,822,MACPAC Films,54.9,57,51.71,53,611412,55.9
445,4-Jul-25,MACTER,823,Macter Int. Ltd,485,485,466,468.25,30589,482
446,4-Jul-25,MARI,820,Mari Energies Ltd.,649.13,649.95,642,643.76,527167,649.13
447,4-Jul-25,MARI-AUG,40,Mari Energies Ltd.,0,0,0,658.4,0,664.71
448,4-Jul-25,MARI-JUL,40,Mari Energies Ltd.,652,652,646.05,647.72,70000,653.34
449,4-Jul-25,MARI-SEP,40,Mari Energies Ltd.,0,0,0,665.99,0,672.36
450,4-Jul-25,MCB,807,MCB Bank Ltd,319,338,319,332.42,989196,323.6
451,4-Jul-25,MCB-AUG,40,MCB Bank Ltd,0,0,0,339.98,0,331.37
452,4-Jul-25,MCBIM,813,MCB Inv MGT,126.05,138.95,126,134.8,2315,138
453,4-Jul-25,MCB-JUL,40,MCB Bank Ltd,330,331,329,331,3000,327.15
454,4-Jul-25,MCB-SEP,40,MCB Bank Ltd,0,0,0,343.9,0,335.18
455,4-Jul-25,MDTL,828,Media Times Ltd,2.81,2.95,2.65,2.71,1281646,2.79
456,4-Jul-25,MEBL,807,Meezan Bank Ltd,351.99,357,350,355.6,903721,351.42
457,4-Jul-25,MEBL-AUG,40,Meezan Bank Ltd,0,0,0,363.69,0,359.85
458,4-Jul-25,MEBL-JUL,40,Meezan Bank Ltd,354.25,355.9,352,354.14,22500,353
459,4-Jul-25,MEBL-SEP,40,Meezan Bank Ltd,0,0,0,367.88,0,364
460,4-Jul-25,MEHT,829,Mehmood Tex.,308.5,322.98,306,306.35,407,306.5
461,4-Jul-25,MERIT,822,Merit Packaging,13.1,13.29,12.75,12.91,1334082,13.09
462,4-Jul-25,MFFL,810,MithchellsFruit,196.98,201.97,196.4,200.64,48439,197.8
463,4-Jul-25,MFL,810,Matco Foods Ltd,52.5,55,50.75,53.87,278710,51.27
464,4-Jul-25,MIIETF,837,Mahaana IslamicXD,13.68,13.81,13.68,13.78,442000,13.68
465,4-Jul-25,MIRKS,826,Mirpurkhas Sugar,32.26,33.35,32.26,32.74,13526,33
466,4-Jul-25,MLCF,804,Maple Leaf,83.98,83.98,82,82.66,3515802,83.46
467,4-Jul-25,MLCF-AUG,40,Maple Leaf,0,0,0,84.54,0,85.46
468,4-Jul-25,MLCF-JUL,40,Maple Leaf,84.05,84.21,82.51,83.23,736500,83.99
469,4-Jul-25,MLCF-SEP,40,Maple Leaf,0,0,0,85.51,0,86.45
470,4-Jul-25,MQTM,830,Maqbool Textile,32.15,35.5,32.15,35.72,28,35.72
471,4-Jul-25,MRNS,826,Mehran Sugar,52,52.99,51,51.99,2520,51.77
472,4-Jul-25,MSCL,808,Metro Steel,17.7,18.32,15.5,17.04,1279945,16.65
473,4-Jul-25,MSOT,829,Masood Textile,61.05,67.8,61,61.7,19958,65
474,4-Jul-25,MTL,801,Millat Tractors,557.5,557.9,552,557.29,81988,552.32
475,4-Jul-25,MTL-AUG,40,Millat Tractors,0,0,0,569.96,0,565.58
476,4-Jul-25,MTL-JUL,40,Millat Tractors,556,556,550,553,1000,557.44
477,4-Jul-25,MTL-SEP,40,Millat Tractors,0,0,0,576.53,0,572.09
478,4-Jul-25,MUGHAL,808,Mughal Iron,72,72.99,70.5,71.13,1070386,72.81
479,4-Jul-25,MUGHAL-AUG,40,Mughal Iron,0,0,0,72.75,0,74.56
480,4-Jul-25,MUGHALC,808,Mughal Iron(C),41.99,41.99,40.25,41.1,12003,40.93
481,4-Jul-25,MUGHAL-JUL,40,Mughal Iron,73,73,71,71.67,135000,73.23
482,4-Jul-25,MUGHAL-SEP,40,Mughal Iron,0,0,0,73.59,0,75.42
483,4-Jul-25,MUREB,810,Murree Brewery,900,935,875,901.83,305837,895.7
484,4-Jul-25,MWMP,818,Mandviwala,18.9,18.9,18.9,18.68,501,18.68
485,4-Jul-25,MZNPETF,837,Meezan PakistanXD,15.9,15.92,15.83,15.89,213000,15.83
486,4-Jul-25,NAGC,830,Nagina Cotton,61.03,68.9,61.03,65.53,1175,65.01
487,4-Jul-25,NATF,810,National Foods,345.05,360.95,344,352.19,1172132,340.33
488,4-Jul-25,NBP,807,National BankXD,116,123.11,114.5,120.57,9040003,115.87
489,4-Jul-25,NBP-AUG,40,National BankXD,0,0,0,123.31,0,118.65
490,4-Jul-25,NBPGETF,837,NBP Pakistan G ETFXD,22.95,22.95,22.87,22.9,6000,22.85
491,4-Jul-25,NBP-JUL,40,National BankXD,116,123.99,115.3,121.37,1689000,116.58
492,4-Jul-25,NBP-SEP,40,National BankXD,0,0,0,124.73,0,120.02
493,4-Jul-25,NCL,829,Nishat (Chun.),41,42.88,41,42.66,2080718,41
494,4-Jul-25,NCML,830,Nazir Cotton Mills,14.1,14.95,13.8,14.25,7303,15.11
495,4-Jul-25,NCPL,824,Nishat ChunPower,24.56,24.8,24.5,24.63,674895,24.58
496,4-Jul-25,NCPL-AUG,40,Nishat ChunPower,0,0,0,25.19,0,25.17
497,4-Jul-25,NCPL-JUL,40,Nishat ChunPower,0,0,0,24.83,0,24.07
498,4-Jul-25,NCPL-SEP,40,Nishat ChunPower,0,0,0,25.48,0,25.46
499,4-Jul-25,NESTLE,810,Nestle Pakistan,6966,7039.98,6966,7038.09,127,7000.92
500,4-Jul-25,NETSOL,828,Netsol Tech.,156.46,160.98,154.23,159.06,3171889,157.46
501,4-Jul-25,NETSOL-AUG,40,Netsol Tech.,157,160,157,160,1000,161
502,4-Jul-25,NETSOL-JUL,40,Netsol Tech.,156.21,161.5,155.3,159.69,889000,158.2
503,4-Jul-25,NETSOL-SEP,40,Netsol Tech.,0,0,0,164.55,0,163.1
504,4-Jul-25,NEXT,813,Next Capital,8.74,8.74,8.04,8.46,5909,8.45
505,4-Jul-25,NICL,805,Nimir Ind.Chem,160.95,162,158,160.59,46331,157.62
506,4-Jul-25,NITGETF,837,NIT PakistanXD,30,30,27.68,27.8,10500,27.6
507,4-Jul-25,NITGETF-AUGB,40,NIT PakistanXD,0,0,0,28.43,0,28.26
508,4-Jul-25,NITGETF-JULB,40,NIT PakistanXD,0,0,0,28.02,0,27.86
509,4-Jul-25,NITGETF-SEP,40,NIT PakistanXD,0,0,0,28.76,0,28.59
510,4-Jul-25,NML,829,Nishat Mills Ltd,132,132.9,128.62,131.93,1774614,131.75
511,4-Jul-25,NML-AUG,40,Nishat Mills Ltd,0,0,0,134.93,0,134.91
512,4-Jul-25,NML-JUL,40,Nishat Mills Ltd,133,133.21,129.55,132.86,538000,132.33
513,4-Jul-25,NML-SEP,40,Nishat Mills Ltd,0,0,0,136.49,0,136.47
514,4-Jul-25,NONS,826,Noon Sugar,90,90,90,90,2001,91
515,4-Jul-25,NPL,824,Nishat Power,36.99,36.99,36,36.27,167366,36.14
516,4-Jul-25,NPL-AUG,40,Nishat Power,0,0,0,37.09,0,37.01
517,4-Jul-25,NPL-JUL,40,Nishat Power,0,0,0,36.56,0,36.47
518,4-Jul-25,NPL-SEP,40,Nishat Power,0,0,0,37.52,0,37.43
519,4-Jul-25,NRL,825,National Refinery,250.29,252,246.5,248.27,177952,250.29
520,4-Jul-25,NRL-AUG,40,National Refinery,0,0,0,253.92,0,256.3
521,4-Jul-25,NRL-JUL,40,National Refinery,252,252.98,248.83,250.12,84000,251.9
522,4-Jul-25,NRL-SEP,40,National Refinery,0,0,0,256.84,0,259.25
523,4-Jul-25,NRSL,805,Nimir Resins,29.52,32.7,29.52,32.7,2877022,29.73
524,4-Jul-25,NSRM,827,National Silk,99.74,99.74,95.01,99.74,4652,90.67
525,4-Jul-25,OBOY,821,Oilboy Energy,9.23,9.25,8.97,9,127162,9.03
526,4-Jul-25,OCTOPUS,828,Octopus Digital,52.1,54.4,52.1,53.93,2567730,52.07
527,4-Jul-25,OCTOPUS-AUG,40,Octopus Digital,0,0,0,55.16,0,53.32
528,4-Jul-25,OCTOPUS-JUL,40,Octopus Digital,52.5,54.75,52.5,54.43,488500,52.47
529,4-Jul-25,OCTOPUS-SEP,40,Octopus Digital,0,0,0,55.79,0,53.93
530,4-Jul-25,OGDC,820,Oil & Gas Dev,229.67,230,226.52,227.28,2458630,229.09
531,4-Jul-25,OGDC-AUG,40,Oil & Gas Dev,0,0,0,232.45,0,234.59
532,4-Jul-25,OGDC-JULB,40,Oil & Gas Dev,230.91,231.99,228,228.9,1087500,230.35
533,4-Jul-25,OGDC-SEP,40,Oil & Gas Dev,0,0,0,235.13,0,237.29
534,4-Jul-25,OGTI-AUG,41,OGTI,0,0,0,28925,0,29250
535,4-Jul-25,OGTI-JUL,41,OGTI,0,0,0,28615,0,28936
536,4-Jul-25,OGTI-SEP,41,OGTI,0,0,0,29173,0,29500
537,4-Jul-25,OLPL,813,OLP Financial,39.4,40.5,39.3,40.21,39293,39.4
538,4-Jul-25,OLPM,819,OLP Modaraba,19.85,20.47,19.76,20,217071,19.71
539,4-Jul-25,OML,818,Olympia Mills,43.8,43.8,43.8,43.62,2,43.62
540,4-Jul-25,ORM,819,Orient Rental,10.39,10.44,10.29,10.39,1434,10.39
541,4-Jul-25,OTSU,823,Otsuka Pak,295.36,299.94,290,293.52,21155,297.2
542,4-Jul-25,P01GIS031225,36,1  Year GIS,95.9,95.9,95.9,95.9,631000000,95.9
543,4-Jul-25,P01GIS061125,36,1 Year GIS,96.86,96.86,96.86,96.86,10015000,96.78
544,4-Jul-25,P01GIS080126,36,1 Year GIS,95.3,95.3,95.3,95.3,10000,95.22
545,4-Jul-25,P01GIS150825,36,1 Year GIS,98.98,98.98,98.98,98.98,10000,98.9
546,4-Jul-25,P01GIS201025,36,1 Year GIS,97.28,97.28,97.28,97.28,10000,97.2
547,4-Jul-25,P01GIS250725,36,1 Year GIS,99.48,99.48,99.48,99.48,10000,99.45
548,4-Jul-25,P01GIS290526,36,1 Year GIS,91.71,91.71,91.71,91.71,10000,91.69
549,4-Jul-25,P03VRR211027,36,3 Year Variable Rate,0,0,0,100.84,49985000,100.84
550,4-Jul-25,P03VRR280627,36,3 Year Variable Rate,0,0,0,101,25000000,101
551,4-Jul-25,P05FRR211029,36,5 Year Fixed Rate,0,0,0,104.86,2490000,104.86
552,4-Jul-25,P05GIS091225,36,P05GIS091225,0,0,0,0,0,100
553,4-Jul-25,P05GIS290725,36,P05GIS290725,0,0,0,0,0,100
554,4-Jul-25,P05VRR211029,36,5 Year Variable Rate,101.8,101.8,101.8,101.8,250000000,101.98
555,4-Jul-25,P05VRR280629,36,5 Year Variable Rate,0,0,0,98.9,65000000,98.9
556,4-Jul-25,PABC,818,Pakistan Alumin,146.01,147.43,144,144.1,93091,145.84
557,4-Jul-25,PABC-JUL,40,Pakistan Alumin,0,0,0,145.25,0,147
558,4-Jul-25,PACE,838,Pace (Pak) Ltd.,6.09,6.1,5.95,6,2528372,6.04
559,4-Jul-25,PACE-AUG,40,Pace (Pak) Ltd.,0,0,0,6.14,0,6.18
560,4-Jul-25,PACE-JUL,40,Pace (Pak) Ltd.,6.04,6.09,6,6.05,162500,6.1
561,4-Jul-25,PACE-SEP,40,Pace (Pak) Ltd.,0,0,0,6.21,0,6.26
562,4-Jul-25,PAEL,803,Pak Elektron,41,41.8,40.92,41.28,6236580,40.96
563,4-Jul-25,PAEL-AUG,40,Pak Elektron,0,0,0,42.22,0,41.94
564,4-Jul-25,PAEL-JUL,40,Pak Elektron,41.35,42.1,41.25,41.53,1703000,41.21
565,4-Jul-25,PAEL-SEP,40,Pak Elektron,0,0,0,42.71,0,42.43
566,4-Jul-25,PAKD,828,Pak Datacom,339.88,339.88,320,325.28,33771,335.09
567,4-Jul-25,PAKL,816,Pak Leather,39.93,39.93,34.25,35.29,72392,36.3
568,4-Jul-25,PAKOXY,805,Pak Oxygen Ltd.,212.53,221.98,210,216.12,17304,211.55
569,4-Jul-25,PAKRI,812,Pak Reinsurance,14.75,15.22,14.4,14.92,7662588,14.58
570,4-Jul-25,PAKRI-AUG,40,Pak Reinsurance,0,0,0,15.26,0,14.93
571,4-Jul-25,PAKRI-JUL,40,Pak Reinsurance,14.75,15.3,14.5,15.1,1408000,14.71
572,4-Jul-25,PAKRI-SEP,40,Pak Reinsurance,0,0,0,15.44,0,15.1
573,4-Jul-25,PAKT,832,Pak Tobacco,1239,1269,1235,1263.92,320582,1232.67
574,4-Jul-25,PASL,813,Pervez Ahmed Co,3.04,3.04,2.85,2.89,4917266,2.95
575,4-Jul-25,PASM,829,Paramount Sp,4.76,5.25,4.76,5.2,96992,5.12
576,4-Jul-25,PCAL,803,Pakistan Cables-,150,152,147.75,150.01,13295,148.79
577,4-Jul-25,PECO,808,Pak Engineering,748.99,750,725,734.6,201,724.79
578,4-Jul-25,PGLC,815,Pak Gulf Leasing,22.48,22.48,20,20.13,36716,21.3
579,4-Jul-25,PIAHCLA,813,PIA Holding Company,20.72,22.48,20.6,22.28,13867071,20.82
580,4-Jul-25,PIAHCLA-AUG,40,PIA Holding Company,0,0,0,22.79,0,21.32
581,4-Jul-25,PIAHCLA-JUL,40,PIA Holding Company,21,22.63,20.75,22.43,9582500,20.96
582,4-Jul-25,PIAHCLA-SEP,40,PIA Holding Company,0,0,0,23.05,0,21.57
583,4-Jul-25,PIAHCLB,813,PIA Holding CompanyB,23670.14,23670.14,21518.31,23670.14,175,21518.31
584,4-Jul-25,PIBTL,833,Pak Int.Bulk,8.56,8.67,8.5,8.52,5907553,8.62
585,4-Jul-25,PIBTL-AUG,40,Pak Int.Bulk,0,0,0,8.71,0,8.83
586,4-Jul-25,PIBTL-JUL,40,Pak Int.Bulk,7.88,8.83,7.88,8.62,610000,8.67
587,4-Jul-25,PIBTL-SEP,40,Pak Int.Bulk,0,0,0,8.81,0,8.93
588,4-Jul-25,PICT,833,Pak.Int.Container,39.89,40.4,39.71,39.81,52272,39.89
589,4-Jul-25,PIL,812,PICIC Ins.Ltd.,3.68,3.68,3.5,3.53,75217,3.61
590,4-Jul-25,PIM,819,Popular Islamic,19.51,22.05,19,21.87,600,20.52
591,4-Jul-25,PINL,812,Premier Ins.,7.3,7.3,7,7.24,78863,7.23
592,4-Jul-25,PIOC,804,Pioneer Cement,221.98,221.98,215.85,217.47,69845,218.86
593,4-Jul-25,PIOC-AUG,40,Pioneer Cement,0,0,0,222.42,0,224.11
594,4-Jul-25,PIOC-JUL,40,Pioneer Cement,218,218.01,217,217,1500,220.89
595,4-Jul-25,PIOC-SEP,40,Pioneer Cement,0,0,0,224.98,0,226.69
596,4-Jul-25,PKGP,824,Pakgen Power,178,178,168.05,172.39,1351,171.66
597,4-Jul-25,PKGS,822,Packages Ltd.,547.34,550.5,535,549.94,48131,547.34
598,4-Jul-25,PMI,819,Prud Mod.1st,4.25,4.25,4.08,4.12,1642873,4.21
599,4-Jul-25,PMPK,832,Philip Morris Pak.,1300,1300,1300,1300,31,1300
600,4-Jul-25,PMRS,826,Premier Suger,275,295,275,287.35,107,270.37
601,4-Jul-25,PNSC,833,P.N.S.C,384,389.88,380,382.5,36435,384.7
602,4-Jul-25,POL,820,Pak Oilfields,595.33,604,591.99,599.53,141236,595.33
603,4-Jul-25,POL-AUG,40,Pak Oilfields,0,0,0,613.16,0,609.62
604,4-Jul-25,POL-JUL,40,Pak Oilfields,594.01,600,594.01,598,2500,600
605,4-Jul-25,POL-SEP,40,Pak Oilfields,0,0,0,620.23,0,616.64
606,4-Jul-25,POML,834,Punjab Oil,211,214.95,210.02,211.54,8525,210.86
607,4-Jul-25,POWER,804,Power Cement,13.7,13.9,13.6,13.84,1541042,13.7
608,4-Jul-25,POWER-AUG,40,Power Cement,0,0,0,14.15,0,14.03
609,4-Jul-25,POWER-JUL,40,Power Cement,13.8,13.95,13.72,13.91,356000,13.8
610,4-Jul-25,POWER-SEP,40,Power Cement,0,0,0,14.32,0,14.19
611,4-Jul-25,PPL,820,Pak Petroleum,175.7,176.3,171.64,172.35,3850794,175.09
612,4-Jul-25,PPL-AUG,40,Pak Petroleum,0,0,0,176.27,0,179.29
613,4-Jul-25,PPL-JULB,40,Pak Petroleum,176.28,177.06,172.8,173.38,785500,176.28
614,4-Jul-25,PPL-SEP,40,Pak Petroleum,0,0,0,178.3,0,181.36
615,4-Jul-25,PPP,822,Pak Paper Prod,200.98,224.88,187.5,224.29,361135,204.44
616,4-Jul-25,PPVC,805,Pak.P.V.C.,11,11,10.08,10.26,17282,10.55
617,4-Jul-25,PREMA,810,At-Tahur Ltd.,46.66,47.7,45.7,45.94,16866893,45.06
618,4-Jul-25,PREMA-AUG,40,At-Tahur Ltd.,0,0,0,46.98,0,46.14
619,4-Jul-25,PREMA-JUL,40,At-Tahur Ltd.,46.48,47.9,46.01,46.26,5961500,45.39
620,4-Jul-25,PREMA-SEP,40,At-Tahur Ltd.,0,0,0,47.53,0,46.67
621,4-Jul-25,PRET,830,Premium Tex.,477,477,450,470,537,464.31
622,4-Jul-25,PRL,825,Pak Refinery,33.59,33.59,33,33.12,4161380,33.23
623,4-Jul-25,PRL-AUG,40,Pak Refinery,0,0,0,33.87,0,34.03
624,4-Jul-25,PRL-JUL,40,Pak Refinery,33.49,33.6,33.21,33.31,1185500,33.47
625,4-Jul-25,PRL-SEP,40,Pak Refinery,0,0,0,34.26,0,34.42
626,4-Jul-25,PSEL,818,Pak Services,889.98,949,865,878.33,413,879.32
627,4-Jul-25,PSO,821,P.S.O.,396,397,389.1,391.91,2785112,394.82
628,4-Jul-25,PSO-AUG,40,P.S.O.,0,0,0,400.82,0,404.3
629,4-Jul-25,PSO-JUL,40,P.S.O.,398,399.15,392,394.34,964000,397.37
630,4-Jul-25,PSO-SEP,40,P.S.O.,0,0,0,405.44,0,408.95
631,4-Jul-25,PSX,813,Pak Stock Exchange,28.2,28.49,27.8,28.29,682372,27.91
632,4-Jul-25,PSYL,827,Pak Synthetics,70,71.52,66,67,9398,65.02
633,4-Jul-25,PTC,828,P.T.C.L.,24.6,25.5,24.5,24.68,4073992,24.68
634,4-Jul-25,PTC-AUG,40,P.T.C.L.,0,0,0,25.24,0,25.27
635,4-Jul-25,PTC-JUL,40,P.T.C.L.,24.9,25.63,24.7,24.82,1149000,24.83
636,4-Jul-25,PTC-SEP,40,P.T.C.L.,0,0,0,25.53,0,25.56
637,4-Jul-25,PTL,802,Panther Tyres Ltd.,44.39,46,44.39,45.41,1593474,44.08
638,4-Jul-25,QUET,829,Quetta Textile,15.89,15.94,14.6,14.8,12790,15.51
639,4-Jul-25,QUICE,810,Quice Food,8.1,8.2,7.8,7.88,1165443,8.07
640,4-Jul-25,RCML,830,Reliance Cotton,458,479,458,472,407,450.03
641,4-Jul-25,REDCO,829,Redco Textile,27.67,28,26.5,27.74,1365,27
642,4-Jul-25,REWM,829,Reliance Weaving,155.98,155.98,155,142.93,8,142.93
643,4-Jul-25,RICL,812,Reliance Ins.,10.4,10.5,10.12,10.49,44771,10.3
644,4-Jul-25,RMPL,810,Rafhan Maize,9550.01,9593.97,9500.01,9527.66,35,9534.28
645,4-Jul-25,RPL,822,Roshan Packages,21.19,22.4,20.65,21.94,1795544,20.82
646,4-Jul-25,RUBY,830,Ruby Textile,8.5,8.5,8.5,8.51,100,8.51
647,4-Jul-25,RUPL,827,Rupali Polyester,30.88,30.88,30.88,30.88,185035,28.07
648,4-Jul-25,SAIF,830,Saif Textile,19.99,21,19.3,20.65,39238,19.53
649,4-Jul-25,SAPT,829,Sapphire Tex.,1199,1199,1199,1199,100,1200
650,4-Jul-25,SARC,805,Sardar Chemical,78.98,81,67.67,68.05,37502,75.19
651,4-Jul-25,SASML,826,Sindh Abadgar,66,66,66,66,559,66.78
652,4-Jul-25,SAZEW,801,Sazgar Engineering,1172,1248.85,1165,1192.32,871489,1163.45
653,4-Jul-25,SAZEW-AUG,40,Sazgar Engineering,0,0,0,1219.43,0,1191.38
654,4-Jul-25,SAZEW-JUL,40,Sazgar Engineering,1190,1248,1175.01,1198.21,210000,1171.47
655,4-Jul-25,SAZEW-SEP,40,Sazgar Engineering,0,0,0,1233.49,0,1205.09
656,4-Jul-25,SBL,807,Samba Bank,9.53,10.05,9.53,10,13508,9.62
657,4-Jul-25,SCBPL,807,St.Chart.Bank,63.99,65,63.4,63.94,10465,64.16
658,4-Jul-25,SCL,810,Shield Corp.,351.37,352.97,337.37,346.52,2038,349.91
659,4-Jul-25,SEARL,823,The Searle Company,102.83,103.5,98.5,100.96,8537550,100.78
660,4-Jul-25,SEARL-AUG,40,The Searle Company,0,0,0,103.26,0,103.2
661,4-Jul-25,SEARL-JUL,40,The Searle Company,102.5,103.95,99.16,101.59,2153500,101.73
662,4-Jul-25,SEARL-SEP,40,The Searle Company,0,0,0,104.45,0,104.39
663,4-Jul-25,SEL,824,Sitara Energy,11.33,11.75,11.33,11.67,4882,11.33
664,4-Jul-25,SEPL,822,Security Paper,172.8,172.9,167,167.79,17384,170.8
